Period,Commodity,Province,Country,State,Value ($),Quantity,Unit of measure
2021-01-01,"1207.50.00 - Mustard seeds, whether or not broken",Ontario,The world,N/A,3026759,2236150,Weight in kilograms
2014-01-01,"1207.60.00 - Safflower seeds, whether or not broken",Ontario,The world,N/A,100815,81760,Weight in kilograms
2012-01-01,"1207.30.00 - Castor oil seeds, whether or not broken",Ontario,The world,N/A,2551,866,Weight in kilograms
2012-01-01,"1207.91.00 - Poppy seeds, whether or not broken",Ontario,The world,N/A,24,44,Weight in kilograms
2013-01-01,"1207.99.10 - Hemp seeds, whether or not broken",Ontario,The world,N/A,159436,96749,Weight in kilograms
2018-01-01,"1207.99.10 - Hemp seeds, whether or not broken",Ontario,The world,N/A,153896,37369,Weight in kilograms
2017-01-01,"1207.60.00 - Safflower seeds, whether or not broken",Manitoba,The world,N/A,175377,167399,Weight in kilograms
2011-01-01,"1207.40.00 - Sesamum seeds, whether or not broken",Manitoba,The world,N/A,1512,2722,Weight in kilograms
2019-01-01,"1207.99.10 - Hemp seeds, whether or not broken",Manitoba,The world,N/A,75035455,3631689,Weight in kilograms
2011-01-01,"1207.99.20 - Safflower seeds, whether or not broken (Terminated 2011-12)",Manitoba,The world,N/A,16669,25354,Weight in kilograms
2015-01-01,"1207.99.90 - Oil seeds and oleaginous fruits, o/t hemp seeds, nes, whether or not broken",Manitoba,The world,N/A,141577,99275,Weight in kilograms
2017-01-01,"1207.99.90 - Oil seeds and oleaginous fruits, o/t hemp seeds, nes, whether or not broken",Manitoba,The world,N/A,2110206,177983,Weight in kilograms
2020-01-01,"1207.99.10 - Hemp seeds, whether or not broken",Saskatchewan,The world,N/A,3214906,326170,Weight in kilograms
2012-01-01,"1207.99.90 - Oil seeds and oleaginous fruits, o/t hemp seeds, nes, whether or not broken",Saskatchewan,The world,N/A,1415768,447736,Weight in kilograms
2015-01-01,"1207.60.00 - Safflower seeds, whether or not broken",Saskatchewan,The world,N/A,5408,9626,Weight in kilograms
2021-01-01,"1207.60.00 - Safflower seeds, whether or not broken",Saskatchewan,The world,N/A,23745,43688,Weight in kilograms
2015-01-01,"1207.99.90 - Oil seeds and oleaginous fruits, o/t hemp seeds, nes, whether or not broken",Saskatchewan,The world,N/A,2661047,1304042,Weight in kilograms
2017-01-01,"1207.21.00 - Cotton seeds, for sowing, whether or not broken",Alberta,The world,N/A,8500,15455,Weight in kilograms
2015-01-01,"1207.50.00 - Mustard seeds, whether or not broken",Alberta,The world,N/A,18629396,21676453,Weight in kilograms
2017-01-01,"1207.50.00 - Mustard seeds, whether or not broken",Alberta,The world,N/A,13941984,17316438,Weight in kilograms
2019-01-01,"1207.60.00 - Safflower seeds, whether or not broken",Alberta,The world,N/A,5890,4173,Weight in kilograms
2019-01-01,"1207.99.10 - Hemp seeds, whether or not broken",Alberta,The world,N/A,2151308,532758,Weight in kilograms
2021-01-01,"1207.99.10 - Hemp seeds, whether or not broken",Alberta,The world,N/A,3530010,2628269,Weight in kilograms
2015-01-01,"1207.99.90 - Oil seeds and oleaginous fruits, o/t hemp seeds, nes, whether or not broken",Alberta,The world,N/A,581104,694605,Weight in kilograms
2020-01-01,"1207.50.00 - Mustard seeds, whether or not broken",British Columbia,The world,N/A,1475632,1122785,Weight in kilograms
2012-01-01,"1207.99.10 - Hemp seeds, whether or not broken",British Columbia,The world,N/A,382829,36736,Weight in kilograms
2011-01-01,"1207.99.90 - Oil seeds & oleaginous frts, excl hemp seeds and safflower seeds, w/o broken",British Columbia,The world,N/A,154139,78727,Weight in kilograms
2019-01-01,"1207.50.00 - Mustard seeds, whether or not broken",Prince Edward Island,The world,N/A,85335,103384,Weight in kilograms
2016-01-01,"1207.30.00 - Castor oil seeds, whether or not broken",Nova Scotia,The world,N/A,2881,1457,Weight in kilograms
2017-01-01,"1207.30.00 - Castor oil seeds, whether or not broken",Nova Scotia,The world,N/A,1856,565,Weight in kilograms
2018-01-01,"1207.40.00 - Sesamum seeds, whether or not broken",Quebec,The world,N/A,620533,160685,Weight in kilograms
2014-01-01,"1207.99.10 - Hemp seeds, whether or not broken",Quebec,The world,N/A,3218635,244532,Weight in kilograms
2020-01-01,"1207.99.10 - Hemp seeds, whether or not broken",Quebec,The world,N/A,217366,38454,Weight in kilograms
2012-01-01,"1207.10.00 - Palm nuts and kernels, whether or not broken",Quebec,The world,N/A,6979,2343,Weight in kilograms
2020-01-01,"1207.29.00 - Cotton seeds, other than for sowing, whether or not broken",Quebec,The world,N/A,104,190,Weight in kilograms
2011-01-01,"1207.40.00 - Sesamum seeds, whether or not broken",Quebec,The world,N/A,489557,177168,Weight in kilograms
2015-01-01,"1207.91.00 - Poppy seeds, whether or not broken",Quebec,The world,N/A,22537,40336,Weight in kilograms
2019-01-01,"1207.50.00 - Mustard seeds, whether or not broken",Quebec,The world,N/A,111948,95100,Weight in kilograms
2018-01-01,"1207.99.90 - Oil seeds and oleaginous fruits, o/t hemp seeds, nes, whether or not broken",Quebec,The world,N/A,118529,37581,Weight in kilograms
2013-01-01,"1207.40.00 - Sesamum seeds, whether or not broken",Ontario,The world,N/A,100203,24124,Weight in kilograms
2019-01-01,"1207.40.00 - Sesamum seeds, whether or not broken",Ontario,The world,N/A,135714,86829,Weight in kilograms
2012-01-01,"1207.60.00 - Safflower seeds, whether or not broken",Ontario,The world,N/A,11835,7464,Weight in kilograms
2015-01-01,"1207.60.00 - Safflower seeds, whether or not broken",Ontario,The world,N/A,40243,28523,Weight in kilograms
2017-01-01,"1207.60.00 - Safflower seeds, whether or not broken",Ontario,The world,N/A,17050,12700,Weight in kilograms
2017-01-01,"1207.91.00 - Poppy seeds, whether or not broken",Ontario,The world,N/A,17,31,Weight in kilograms
2020-01-01,"1207.91.00 - Poppy seeds, whether or not broken",Ontario,The world,N/A,112801,18527,Weight in kilograms
2019-01-01,"1207.99.10 - Hemp seeds, whether or not broken",Ontario,The world,N/A,652454,79200,Weight in kilograms
2013-01-01,"1207.99.90 - Oil seeds and oleaginous fruits, o/t hemp seeds, nes, whether or not broken",Ontario,The world,N/A,532262,68073,Weight in kilograms
2019-01-01,"1207.99.90 - Oil seeds and oleaginous fruits, o/t hemp seeds, nes, whether or not broken",Ontario,The world,N/A,156774,35134,Weight in kilograms
2012-01-01,"1207.50.00 - Mustard seeds, whether or not broken",Manitoba,The world,N/A,16347542,17554185,Weight in kilograms
2013-01-01,"1207.50.00 - Mustard seeds, whether or not broken",Manitoba,The world,N/A,21138937,20032115,Weight in kilograms
2020-01-01,"1207.60.00 - Safflower seeds, whether or not broken",Manitoba,The world,N/A,308979,275399,Weight in kilograms
2021-01-01,"1207.60.00 - Safflower seeds, whether or not broken",Manitoba,The world,N/A,615840,499428,Weight in kilograms
2011-01-01,"1207.99.10 - Hemp seeds, whether or not broken",Manitoba,The world,N/A,4478986,436981,Weight in kilograms
2014-01-01,"1207.99.10 - Hemp seeds, whether or not broken",Manitoba,The world,N/A,27018065,2456994,Weight in kilograms
2021-01-01,"1207.99.10 - Hemp seeds, whether or not broken",Manitoba,The world,N/A,46033445,2894825,Weight in kilograms
2013-01-01,"1207.10.00 - Palm nuts and kernels, whether or not broken",Saskatchewan,The world,N/A,15211,8006,Weight in kilograms
2013-01-01,"1207.60.00 - Safflower seeds, whether or not broken",Saskatchewan,The world,N/A,9748,17781,Weight in kilograms
2017-01-01,"1207.99.90 - Oil seeds and oleaginous fruits, o/t hemp seeds, nes, whether or not broken",Saskatchewan,The world,N/A,911204,554803,Weight in kilograms
2019-01-01,"1207.50.00 - Mustard seeds, whether or not broken",Alberta,The world,N/A,9951262,11715828,Weight in kilograms
2020-01-01,"1207.60.00 - Safflower seeds, whether or not broken",Alberta,The world,N/A,28494,17090,Weight in kilograms
2013-01-01,"1207.99.10 - Hemp seeds, whether or not broken",Alberta,The world,N/A,106284,6775,Weight in kilograms
2016-01-01,"1207.99.10 - Hemp seeds, whether or not broken",Alberta,The world,N/A,5779089,1244544,Weight in kilograms
2018-01-01,"1207.60.00 - Safflower seeds, whether or not broken",Alberta,The world,N/A,103227,142064,Weight in kilograms
2011-01-01,"1207.40.00 - Sesamum seeds, whether or not broken",British Columbia,The world,N/A,9,1,Weight in kilograms
2019-01-01,"1207.50.00 - Mustard seeds, whether or not broken",British Columbia,The world,N/A,533968,374901,Weight in kilograms
2011-01-01,"1207.99.10 - Hemp seeds, whether or not broken",British Columbia,The world,N/A,114678,13321,Weight in kilograms
2017-01-01,"1207.99.10 - Hemp seeds, whether or not broken",British Columbia,The world,N/A,6430090,568208,Weight in kilograms
2021-01-01,"1207.99.10 - Hemp seeds, whether or not broken",British Columbia,The world,N/A,878714,111504,Weight in kilograms
2013-01-01,"1207.99.90 - Oil seeds and oleaginous fruits, o/t hemp seeds, nes, whether or not broken",British Columbia,The world,N/A,558358,304696,Weight in kilograms
2016-01-01,"1207.99.90 - Oil seeds and oleaginous fruits, o/t hemp seeds, nes, whether or not broken",British Columbia,The world,N/A,958465,275984,Weight in kilograms
2017-01-01,"1207.99.90 - Oil seeds and oleaginous fruits, o/t hemp seeds, nes, whether or not broken",British Columbia,The world,N/A,1604667,241535,Weight in kilograms
2015-01-01,"1207.50.00 - Mustard seeds, whether or not broken",Yukon,The world,N/A,155497,131994,Weight in kilograms
2018-01-01,"1207.99.90 - Oil seeds and oleaginous fruits, o/t hemp seeds, nes, whether or not broken",Prince Edward Island,The world,N/A,93412,18340,Weight in kilograms
2018-01-01,"1207.99.90 - Oil seeds and oleaginous fruits, o/t hemp seeds, nes, whether or not broken",Nova Scotia,The world,N/A,1310,109,Weight in kilograms
2021-01-01,"1207.40.00 - Sesamum seeds, whether or not broken",Quebec,The world,N/A,298373,73235,Weight in kilograms
2017-01-01,"1207.50.00 - Mustard seeds, whether or not broken",Quebec,The world,N/A,965704,791063,Weight in kilograms
2011-01-01,"1207.99.20 - Safflower seeds, whether or not broken (Terminated 2011-12)",Quebec,The world,N/A,6172,11474,Weight in kilograms
2011-01-01,"1207.99.10 - Hemp seeds, whether or not broken",Quebec,The world,N/A,1524119,108169,Weight in kilograms
2016-01-01,"1207.91.00 - Poppy seeds, whether or not broken",Quebec,The world,N/A,385,700,Weight in kilograms
2012-01-01,"1207.99.90 - Oil seeds and oleaginous fruits, o/t hemp seeds, nes, whether or not broken",Quebec,The world,N/A,184663,26552,Weight in kilograms
2016-01-01,"1207.99.90 - Oil seeds and oleaginous fruits, o/t hemp seeds, nes, whether or not broken",Quebec,The world,N/A,266763,19280,Weight in kilograms
2011-01-01,"1207.50.00 - Mustard seeds, whether or not broken",Ontario,The world,N/A,1258401,1218511,Weight in kilograms
2019-01-01,"1207.30.00 - Castor oil seeds, whether or not broken",Ontario,The world,N/A,5269,1795,Weight in kilograms
2015-01-01,"1207.50.00 - Mustard seeds, whether or not broken",Ontario,The world,N/A,11621380,10990497,Weight in kilograms
2016-01-01,"1207.50.00 - Mustard seeds, whether or not broken",Ontario,The world,N/A,10129572,9968865,Weight in kilograms
2021-01-01,"1207.91.00 - Poppy seeds, whether or not broken",Ontario,The world,N/A,146978,28323,Weight in kilograms
2015-01-01,"1207.99.10 - Hemp seeds, whether or not broken",Ontario,The world,N/A,62401,22131,Weight in kilograms
2020-01-01,"1207.99.10 - Hemp seeds, whether or not broken",Ontario,The world,N/A,323215,67893,Weight in kilograms
2021-01-01,"1207.99.10 - Hemp seeds, whether or not broken",Ontario,The world,N/A,590832,132556,Weight in kilograms
2018-01-01,"1207.99.90 - Oil seeds and oleaginous fruits, o/t hemp seeds, nes, whether or not broken",Ontario,The world,N/A,334355,103386,Weight in kilograms
2019-01-01,"1207.60.00 - Safflower seeds, whether or not broken",Manitoba,The world,N/A,162169,191292,Weight in kilograms
2014-01-01,"1207.99.90 - Oil seeds and oleaginous fruits, o/t hemp seeds, nes, whether or not broken",Manitoba,The world,N/A,66524,37720,Weight in kilograms
2020-01-01,"1207.99.90 - Oil seeds and oleaginous fruits, o/t hemp seeds, nes, whether or not broken",Manitoba,The world,N/A,1222183,300808,Weight in kilograms
2017-01-01,"1207.50.00 - Mustard seeds, whether or not broken",Saskatchewan,The world,N/A,83071709,84505229,Weight in kilograms
2016-01-01,"1207.99.10 - Hemp seeds, whether or not broken",Saskatchewan,The world,N/A,10132067,1842249,Weight in kilograms
2013-01-01,"1207.99.10 - Hemp seeds, whether or not broken",Saskatchewan,The world,N/A,590898,36796,Weight in kilograms
2011-01-01,"1207.99.10 - Hemp seeds, whether or not broken",Saskatchewan,The world,N/A,2577,381,Weight in kilograms
2014-01-01,"1207.60.00 - Safflower seeds, whether or not broken",Saskatchewan,The world,N/A,28828,37631,Weight in kilograms
2019-01-01,"1207.60.00 - Safflower seeds, whether or not broken",Saskatchewan,The world,N/A,38393,45360,Weight in kilograms
2016-01-01,"1207.99.90 - Oil seeds and oleaginous fruits, o/t hemp seeds, nes, whether or not broken",Saskatchewan,The world,N/A,1453914,1095486,Weight in kilograms
2020-01-01,"1207.99.90 - Oil seeds and oleaginous fruits, o/t hemp seeds, nes, whether or not broken",Saskatchewan,The world,N/A,99338,114207,Weight in kilograms
2018-01-01,"1207.99.10 - Hemp seeds, whether or not broken",Alberta,The world,N/A,2292702,507497,Weight in kilograms
2020-01-01,"1207.99.10 - Hemp seeds, whether or not broken",Alberta,The world,N/A,4730875,1980700,Weight in kilograms
2011-01-01,"1207.99.90 - Oil seeds & oleaginous frts, excl hemp seeds and safflower seeds, w/o broken",Alberta,The world,N/A,338483,534332,Weight in kilograms
2014-01-01,"1207.60.00 - Safflower seeds, whether or not broken",Alberta,The world,N/A,22574,21619,Weight in kilograms
2015-01-01,"1207.99.10 - Hemp seeds, whether or not broken",British Columbia,The world,N/A,1359148,111100,Weight in kilograms
2020-01-01,"1207.99.90 - Oil seeds and oleaginous fruits, o/t hemp seeds, nes, whether or not broken",British Columbia,The world,N/A,37411,3920,Weight in kilograms
2011-01-01,"1207.50.00 - Mustard seeds, whether or not broken",British Columbia,The world,N/A,12833,10270,Weight in kilograms
1988-01-01,"1207.50.00 - Mustard seeds, whether or not broken",Nova Scotia,The world,N/A,9011,20000,Weight in kilograms
1999-01-01,"1207.50.00 - Mustard seeds, whether or not broken",Nova Scotia,The world,N/A,9931,18144,Weight in kilograms
2002-01-01,"1207.99.00 - Oil seeds and oleaginous fruits, nes, whether or not broken (Terminated 2005-12)",Nova Scotia,The world,N/A,49856,48000,Weight in kilograms
2008-01-01,"1207.40.00 - Sesamum seeds, whether or not broken",Nova Scotia,The world,N/A,961,88,Weight in kilograms
2001-01-01,"1207.50.00 - Mustard seeds, whether or not broken",Nova Scotia,The world,N/A,9822,19051,Weight in kilograms
2010-01-01,"1207.50.00 - Mustard seeds, whether or not broken",New Brunswick,The world,N/A,65763,79832,Weight in kilograms
2006-01-01,"1207.99.10 - Hemp seeds, whether or not broken",New Brunswick,The world,N/A,1014,1843,Weight in kilograms
1992-01-01,"1207.40.00 - Sesamum seeds, whether or not broken",Quebec,The world,N/A,29752,18473,Weight in kilograms
1995-01-01,"1207.50.00 - Mustard seeds, whether or not broken",Quebec,The world,N/A,115470,167229,Weight in kilograms
2006-01-01,"1207.40.00 - Sesamum seeds, whether or not broken",Quebec,The world,N/A,6915,2052,Weight in kilograms
2001-01-01,"1207.50.00 - Mustard seeds, whether or not broken",Quebec,The world,N/A,461920,610993,Weight in kilograms
2008-01-01,"1207.50.00 - Mustard seeds, whether or not broken",Quebec,The world,N/A,10486265,7279067,Weight in kilograms
2000-01-01,"1207.60.00 - Safflower seeds, whether or not broken",Quebec,The world,N/A,3160,2722,Weight in kilograms
2005-01-01,"1207.60.00 - Safflower seeds, whether or not broken",Quebec,The world,N/A,875,1591,Weight in kilograms
1997-01-01,"1207.91.00 - Poppy seeds, whether or not broken",Quebec,The world,N/A,161074,19122,Weight in kilograms
2007-01-01,"1207.99.10 - Hemp seeds, whether or not broken",Quebec,The world,N/A,124933,15204,Weight in kilograms
2010-01-01,"1207.99.10 - Hemp seeds, whether or not broken",Quebec,The world,N/A,1413840,123362,Weight in kilograms
2005-01-01,"1207.99.00 - Oil seeds and oleaginous fruits, nes, whether or not broken (Terminated 2005-12)",Quebec,The world,N/A,75946,12213,Weight in kilograms
2003-01-01,"1207.50.00 - Mustard seeds, whether or not broken",Quebec,The world,N/A,201010,296948,Weight in kilograms
1999-01-01,"1207.50.00 - Mustard seeds, whether or not broken",Ontario,The world,N/A,833379,813116,Weight in kilograms
1994-01-01,"1207.40.00 - Sesamum seeds, whether or not broken",Ontario,The world,N/A,5644,2882,Weight in kilograms
2002-01-01,"1207.50.00 - Mustard seeds, whether or not broken",Ontario,The world,N/A,182125,313504,Weight in kilograms
2003-01-01,"1207.50.00 - Mustard seeds, whether or not broken",Ontario,The world,N/A,213923,589716,Weight in kilograms
2007-01-01,"1207.50.00 - Mustard seeds, whether or not broken",Ontario,The world,N/A,238652,315895,Weight in kilograms
2009-01-01,"1207.50.00 - Mustard seeds, whether or not broken",Ontario,The world,N/A,358882,246815,Weight in kilograms
2010-01-01,"1207.91.00 - Poppy seeds, whether or not broken",Ontario,The world,N/A,69,125,Weight in kilograms
2010-01-01,"1207.99.10 - Hemp seeds, whether or not broken",Ontario,The world,N/A,177024,74949,Weight in kilograms
2009-01-01,"1207.99.90 - Oil seeds & oleaginous frts, excl hemp seeds and safflower seeds, w/o broken",Ontario,The world,N/A,941321,2304079,Weight in kilograms
1995-01-01,"1207.99.00 - Oil seeds and oleaginous fruits, nes, whether or not broken (Terminated 2005-12)",Ontario,The world,N/A,3810,4000,Weight in kilograms
2001-01-01,"1207.99.00 - Oil seeds and oleaginous fruits, nes, whether or not broken (Terminated 2005-12)",Ontario,The world,N/A,188712,106017,Weight in kilograms
2000-01-01,"1207.91.00 - Poppy seeds, whether or not broken",Ontario,The world,N/A,7030,4536,Weight in kilograms
1990-01-01,"1207.50.00 - Mustard seeds, whether or not broken",Manitoba,The world,N/A,11547233,28339720,Weight in kilograms
1995-01-01,"1207.50.00 - Mustard seeds, whether or not broken",Manitoba,The world,N/A,16013035,37869770,Weight in kilograms
2004-01-01,"1207.50.00 - Mustard seeds, whether or not broken",Manitoba,The world,N/A,15172251,25288928,Weight in kilograms
2005-01-01,"1207.50.00 - Mustard seeds, whether or not broken",Manitoba,The world,N/A,14523156,28268409,Weight in kilograms
1992-01-01,"1207.60.00 - Safflower seeds, whether or not broken",Manitoba,The world,N/A,514267,1666581,Weight in kilograms
1994-01-01,"1207.60.00 - Safflower seeds, whether or not broken",Manitoba,The world,N/A,55615,120475,Weight in kilograms
2000-01-01,"1207.60.00 - Safflower seeds, whether or not broken",Manitoba,The world,N/A,446831,479834,Weight in kilograms
2001-01-01,"1207.60.00 - Safflower seeds, whether or not broken",Manitoba,The world,N/A,592136,640960,Weight in kilograms
2003-01-01,"1207.60.00 - Safflower seeds, whether or not broken",Manitoba,The world,N/A,770102,708028,Weight in kilograms
2005-01-01,"1207.60.00 - Safflower seeds, whether or not broken",Manitoba,The world,N/A,582442,617198,Weight in kilograms
2008-01-01,"1207.99.90 - Oil seeds & oleaginous frts, excl hemp seeds and safflower seeds, w/o broken",Manitoba,The world,N/A,856063,779340,Weight in kilograms
1988-01-01,"1207.99.00 - Oil seeds and oleaginous fruits, nes, whether or not broken (Terminated 2005-12)",Manitoba,The world,N/A,77891,181698,Weight in kilograms
1990-01-01,"1207.10.00 - Palm nuts and kernels, whether or not broken",Saskatchewan,The world,N/A,210128,495000,Weight in kilograms
1997-01-01,"1207.60.00 - Safflower seeds, whether or not broken",Saskatchewan,The world,N/A,97033,211372,Weight in kilograms
1998-01-01,"1207.60.00 - Safflower seeds, whether or not broken",Saskatchewan,The world,N/A,243813,354529,Weight in kilograms
2008-01-01,"1207.99.90 - Oil seeds & oleaginous frts, excl hemp seeds and safflower seeds, w/o broken",Saskatchewan,The world,N/A,1613742,738943,Weight in kilograms
1997-01-01,"1207.99.00 - Oil seeds and oleaginous fruits, nes, whether or not broken (Terminated 2005-12)",Saskatchewan,The world,N/A,242581,33634,Weight in kilograms
2000-01-01,"1207.99.00 - Oil seeds and oleaginous fruits, nes, whether or not broken (Terminated 2005-12)",Saskatchewan,The world,N/A,656817,86419,Weight in kilograms
1989-01-01,"1207.50.00 - Mustard seeds, whether or not broken",Alberta,The world,N/A,7575399,24311327,Weight in kilograms
2002-01-01,"1207.50.00 - Mustard seeds, whether or not broken",Alberta,The world,N/A,10282461,18921555,Weight in kilograms
2008-01-01,"1207.50.00 - Mustard seeds, whether or not broken",Alberta,The world,N/A,31035027,28982404,Weight in kilograms
1994-01-01,"1207.20.00 - Cotton seeds, whether or not broken (Terminated 2011-12)",Alberta,The world,N/A,30434,23040,Weight in kilograms
1994-01-01,"1207.60.00 - Safflower seeds, whether or not broken",Alberta,The world,N/A,118660,196874,Weight in kilograms
2002-01-01,"1207.60.00 - Safflower seeds, whether or not broken",Alberta,The world,N/A,38250,53443,Weight in kilograms
2009-01-01,"1207.99.90 - Oil seeds & oleaginous frts, excl hemp seeds and safflower seeds, w/o broken",Alberta,The world,N/A,1200200,1409863,Weight in kilograms
1988-01-01,"1207.99.00 - Oil seeds and oleaginous fruits, nes, whether or not broken (Terminated 2005-12)",Alberta,The world,N/A,112723,424408,Weight in kilograms
2002-01-01,"1207.99.00 - Oil seeds and oleaginous fruits, nes, whether or not broken (Terminated 2005-12)",Alberta,The world,N/A,1400,2545,Weight in kilograms
2008-01-01,"1207.99.10 - Hemp seeds, whether or not broken",Alberta,The world,N/A,11691,9163,Weight in kilograms
1988-01-01,"1207.91.00 - Poppy seeds, whether or not broken",British Columbia,The world,N/A,4529,2268,Weight in kilograms
2010-01-01,"1207.91.00 - Poppy seeds, whether or not broken",British Columbia,The world,N/A,90,164,Weight in kilograms
2008-01-01,"1207.99.10 - Hemp seeds, whether or not broken",British Columbia,The world,N/A,121093,9858,Weight in kilograms
2010-01-01,"1207.99.10 - Hemp seeds, whether or not broken",British Columbia,The world,N/A,249512,35890,Weight in kilograms
2006-01-01,"1207.40.00 - Sesamum seeds, whether or not broken",Nova Scotia,The world,N/A,2840,5164,Weight in kilograms
2007-01-01,"1207.50.00 - Mustard seeds, whether or not broken",New Brunswick,The world,N/A,24343,37820,Weight in kilograms
1988-01-01,"1207.50.00 - Mustard seeds, whether or not broken",Quebec,The world,N/A,331296,379298,Weight in kilograms
1989-01-01,"1207.50.00 - Mustard seeds, whether or not broken",Quebec,The world,N/A,631352,830802,Weight in kilograms
1999-01-01,"1207.50.00 - Mustard seeds, whether or not broken",Quebec,The world,N/A,183313,260232,Weight in kilograms
2002-01-01,"1207.50.00 - Mustard seeds, whether or not broken",Quebec,The world,N/A,193778,224661,Weight in kilograms
1994-01-01,"1207.40.00 - Sesamum seeds, whether or not broken",Quebec,The world,N/A,4013,1997,Weight in kilograms
2002-01-01,"1207.40.00 - Sesamum seeds, whether or not broken",Quebec,The world,N/A,3120,908,Weight in kilograms
1996-01-01,"1207.91.00 - Poppy seeds, whether or not broken",Quebec,The world,N/A,13542,1943,Weight in kilograms
1988-01-01,"1207.99.00 - Oil seeds and oleaginous fruits, nes, whether or not broken (Terminated 2005-12)",Quebec,The world,N/A,37048,139388,Weight in kilograms
2010-01-01,"1207.99.90 - Oil seeds & oleaginous frts, excl hemp seeds and safflower seeds, w/o broken",Quebec,The world,N/A,8141,2007,Weight in kilograms
1998-01-01,"1207.60.00 - Safflower seeds, whether or not broken",Quebec,The world,N/A,20508,22793,Weight in kilograms
2004-01-01,"1207.60.00 - Safflower seeds, whether or not broken",Quebec,The world,N/A,1423,1533,Weight in kilograms
1998-01-01,"1207.91.00 - Poppy seeds, whether or not broken",Quebec,The world,N/A,30562,5606,Weight in kilograms
1996-01-01,"1207.40.00 - Sesamum seeds, whether or not broken",Ontario,The world,N/A,17399,7601,Weight in kilograms
2004-01-01,"1207.40.00 - Sesamum seeds, whether or not broken",Ontario,The world,N/A,22067,28223,Weight in kilograms
2009-01-01,"1207.40.00 - Sesamum seeds, whether or not broken",Ontario,The world,N/A,17849,32453,Weight in kilograms
2010-01-01,"1207.40.00 - Sesamum seeds, whether or not broken",Ontario,The world,N/A,18270,33218,Weight in kilograms
1991-01-01,"1207.50.00 - Mustard seeds, whether or not broken",Ontario,The world,N/A,210867,569327,Weight in kilograms
1993-01-01,"1207.50.00 - Mustard seeds, whether or not broken",Ontario,The world,N/A,736349,2080918,Weight in kilograms
2000-01-01,"1207.50.00 - Mustard seeds, whether or not broken",Ontario,The world,N/A,353956,417179,Weight in kilograms
2004-01-01,"1207.20.00 - Cotton seeds, whether or not broken (Terminated 2011-12)",Ontario,The world,N/A,1816,5200,Weight in kilograms
2008-01-01,"1207.40.00 - Sesamum seeds, whether or not broken",Ontario,The world,N/A,12443,22624,Weight in kilograms
1999-01-01,"1207.60.00 - Safflower seeds, whether or not broken",Ontario,The world,N/A,30511,38032,Weight in kilograms
2006-01-01,"1207.60.00 - Safflower seeds, whether or not broken",Ontario,The world,N/A,16737,15294,Weight in kilograms
2007-01-01,"1207.99.10 - Hemp seeds, whether or not broken",Ontario,The world,N/A,148471,84954,Weight in kilograms
2008-01-01,"1207.99.10 - Hemp seeds, whether or not broken",Ontario,The world,N/A,227057,187024,Weight in kilograms
1999-01-01,"1207.99.00 - Oil seeds and oleaginous fruits, nes, whether or not broken (Terminated 2005-12)",Ontario,The world,N/A,340269,175534,Weight in kilograms
2002-01-01,"1207.60.00 - Safflower seeds, whether or not broken",Ontario,The world,N/A,20083,22589,Weight in kilograms
1992-01-01,"1207.50.00 - Mustard seeds, whether or not broken",Manitoba,The world,N/A,12106355,34540231,Weight in kilograms
1995-01-01,"1207.40.00 - Sesamum seeds, whether or not broken",Manitoba,The world,N/A,6011,1973,Weight in kilograms
2002-01-01,"1207.60.00 - Safflower seeds, whether or not broken",Manitoba,The world,N/A,749182,655233,Weight in kilograms
2005-01-01,"1207.91.00 - Poppy seeds, whether or not broken",Manitoba,The world,N/A,668,1215,Weight in kilograms
2010-01-01,"1207.99.10 - Hemp seeds, whether or not broken",Manitoba,The world,N/A,4123565,537758,Weight in kilograms
2007-01-01,"1207.99.20 - Safflower seeds, whether or not broken (Terminated 2011-12)",Manitoba,The world,N/A,575,1058,Weight in kilograms
2009-01-01,"1207.99.90 - Oil seeds & oleaginous frts, excl hemp seeds and safflower seeds, w/o broken",Manitoba,The world,N/A,772393,648706,Weight in kilograms
1994-01-01,"1207.99.00 - Oil seeds and oleaginous fruits, nes, whether or not broken (Terminated 2005-12)",Manitoba,The world,N/A,852,640,Weight in kilograms
1995-01-01,"1207.99.00 - Oil seeds and oleaginous fruits, nes, whether or not broken (Terminated 2005-12)",Manitoba,The world,N/A,12300,19051,Weight in kilograms
1999-01-01,"1207.99.00 - Oil seeds and oleaginous fruits, nes, whether or not broken (Terminated 2005-12)",Manitoba,The world,N/A,517274,541044,Weight in kilograms
1990-01-01,"1207.50.00 - Mustard seeds, whether or not broken",Saskatchewan,The world,N/A,20096755,50830093,Weight in kilograms
1991-01-01,"1207.50.00 - Mustard seeds, whether or not broken",Saskatchewan,The world,N/A,19181830,56006602,Weight in kilograms
1994-01-01,"1207.50.00 - Mustard seeds, whether or not broken",Saskatchewan,The world,N/A,32345939,93240003,Weight in kilograms
1995-01-01,"1207.50.00 - Mustard seeds, whether or not broken",Saskatchewan,The world,N/A,29182253,74162422,Weight in kilograms
1989-01-01,"1207.20.00 - Cotton seeds, whether or not broken (Terminated 2011-12)",Saskatchewan,The world,N/A,7791,19051,Weight in kilograms
2006-01-01,"1207.40.00 - Sesamum seeds, whether or not broken",Saskatchewan,The world,N/A,3308,1975,Weight in kilograms
1995-01-01,"1207.60.00 - Safflower seeds, whether or not broken",Saskatchewan,The world,N/A,63843,140288,Weight in kilograms
