"","REF_DATE","GEO","DGUID","Trade.flow.detail","Product","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS","Metric.Tonnes","Kilograms","Seeded.Area","Nitrogen.Applied"
"270",2011,"New Brunswick","2016A000213","Interprovincial exports","Canola (including rapeseed) [MPG111A01]","Dollars",81,"thousands",3,"v113679595","5.18.4",240,NA,NA,NA,0,NA,NA,NA,NA
"271",2012,"New Brunswick","2016A000213","Interprovincial exports","Canola (including rapeseed) [MPG111A01]","Dollars",81,"thousands",3,"v113679595","5.18.4",965,NA,NA,NA,0,NA,NA,NA,NA
"272",2013,"New Brunswick","2016A000213","Interprovincial exports","Canola (including rapeseed) [MPG111A01]","Dollars",81,"thousands",3,"v113679595","5.18.4",2137,NA,NA,NA,0,NA,NA,NA,NA
"273",2014,"New Brunswick","2016A000213","Interprovincial exports","Canola (including rapeseed) [MPG111A01]","Dollars",81,"thousands",3,"v113679595","5.18.4",1069,NA,NA,NA,0,NA,NA,NA,NA
"274",2015,"New Brunswick","2016A000213","Interprovincial exports","Canola (including rapeseed) [MPG111A01]","Dollars",81,"thousands",3,"v113679595","5.18.4",595,NA,NA,NA,0,NA,NA,NA,NA
"275",2016,"New Brunswick","2016A000213","Interprovincial exports","Canola (including rapeseed) [MPG111A01]","Dollars",81,"thousands",3,"v113679595","5.18.4",682,NA,NA,NA,0,NA,NA,NA,NA
"276",2017,"New Brunswick","2016A000213","Interprovincial exports","Canola (including rapeseed) [MPG111A01]","Dollars",81,"thousands",3,"v113679595","5.18.4",700,NA,NA,NA,0,NA,NA,NA,NA
"301",2010,"New Brunswick","2016A000213","Interprovincial exports","Fresh potatoes [MPG111A05]","Dollars",81,"thousands",3,"v113679599","5.18.8",31595,NA,NA,NA,0,162343.000778959,162343000.778959,4852.94953687783,752207.178216064
"302",2011,"New Brunswick","2016A000213","Interprovincial exports","Fresh potatoes [MPG111A05]","Dollars",81,"thousands",3,"v113679599","5.18.8",47768,NA,NA,NA,0,221749.746998802,221749746.998802,7981.62410268229,1237151.73591576
"303",2012,"New Brunswick","2016A000213","Interprovincial exports","Fresh potatoes [MPG111A05]","Dollars",81,"thousands",3,"v113679599","5.18.8",52867,NA,NA,NA,0,238537.632157437,238537632.157437,7321.76018426956,1134872.82856178
"304",2013,"New Brunswick","2016A000213","Interprovincial exports","Fresh potatoes [MPG111A05]","Dollars",81,"thousands",3,"v113679599","5.18.8",49831,NA,NA,NA,0,213136.616845966,213136616.845966,6445.62106948297,999071.26576986
"305",2014,"New Brunswick","2016A000213","Interprovincial exports","Fresh potatoes [MPG111A05]","Dollars",81,"thousands",3,"v113679599","5.18.8",53778,NA,NA,NA,0,221384.441092588,221384441.092588,6494.59899770886,1006662.84464487
"306",2015,"New Brunswick","2016A000213","Interprovincial exports","Fresh potatoes [MPG111A05]","Dollars",81,"thousands",3,"v113679599","5.18.8",53848,NA,NA,NA,0,225866.040733737,225866040.733737,6259.57699528979,970234.434269917
"307",2016,"New Brunswick","2016A000213","Interprovincial exports","Fresh potatoes [MPG111A05]","Dollars",81,"thousands",3,"v113679599","5.18.8",41804,NA,NA,NA,0,172138.329973251,172138329.973251,4977.04959012024,771442.686468637
"308",2017,"New Brunswick","2016A000213","Interprovincial exports","Fresh potatoes [MPG111A05]","Dollars",81,"thousands",3,"v113679599","5.18.8",59964,NA,NA,NA,0,239132.862224633,239132862.224633,7177.64033791305,1112534.25237652
"293",2010,"New Brunswick","2016A000213","Interprovincial exports","Grains (except wheat) [MPG111A04]","Dollars",81,"thousands",3,"v113679598","5.18.7",5795,NA,NA,NA,0,NA,NA,NA,NA
"294",2011,"New Brunswick","2016A000213","Interprovincial exports","Grains (except wheat) [MPG111A04]","Dollars",81,"thousands",3,"v113679598","5.18.7",11959,NA,NA,NA,0,NA,NA,NA,NA
"295",2012,"New Brunswick","2016A000213","Interprovincial exports","Grains (except wheat) [MPG111A04]","Dollars",81,"thousands",3,"v113679598","5.18.7",12056,NA,NA,NA,0,NA,NA,NA,NA
"296",2013,"New Brunswick","2016A000213","Interprovincial exports","Grains (except wheat) [MPG111A04]","Dollars",81,"thousands",3,"v113679598","5.18.7",10090,NA,NA,NA,0,NA,NA,NA,NA
"297",2014,"New Brunswick","2016A000213","Interprovincial exports","Grains (except wheat) [MPG111A04]","Dollars",81,"thousands",3,"v113679598","5.18.7",10752,NA,NA,NA,0,NA,NA,NA,NA
"298",2015,"New Brunswick","2016A000213","Interprovincial exports","Grains (except wheat) [MPG111A04]","Dollars",81,"thousands",3,"v113679598","5.18.7",7748,NA,NA,NA,0,NA,NA,NA,NA
